Clave del Capitulo;Nombre capitulo;Partida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
03;Pescados y crustáceos, moluscos y demás invertebrados acuáticos;03;Pescado congelado, excepto los filetes y demás carne de pescado de la partida 03.04.;1/11/11;NULL;SI
04;"Leche y productos lácteos; huevos de ave; miel natural; productos comestibles de origen animal, no expresados ni comprendidos en otra parte";03;Suero de mantequilla, leche y nata (crema) cuajadas, yogur, kefir y demás leches y natas (cremas), fermentadas o acidificadas, incluso concentrados, con adición de azúcar u otro edulcorante, aromatizados o con frutas u otros frutos o cacao.;1/11/11;NULL;SI
06;Plantas vivas y productos de la floricultura;03;Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos, impregnados o preparados de otra forma.;1/11/11;NULL;SI
23;"Residuos y desperdicios de las industrias alimentarias; alimentos preparados para animales";03;"Residuos de la industria del almidón y residuos similares, pulpa de remolacha, bagazo de caña de azúcar y demás desperdicios de la industria azucarera, heces y desperdicios de cervecería o de destilería, incluso en ""pellets"".";1/11/11;NULL;SI
24;Tabaco y sucedáneos del tabaco elaborados;03;"Los demás tabacos y sucedáneos del tabaco, elaborados; tabaco ""homogeneizado"" o ""reconstituido""; extractos y jugos de tabaco.";1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";03;Azufre de cualquier clase, excepto el sublimado, el precipitado y el coloidal.;1/11/11;NULL;SI
26;Minerales metalíferos, escorias y cenizas;03;Minerales de cobre y sus concentrados.;1/11/11;NULL;SI
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales";03;Turba (comprendida la utilizada para cama de animales), incluso aglomerada.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";03;Carbono (negros de humo y otras formas de carbono no expresadas ni comprendidas en otra parte).;1/11/11;NULL;SI
29;Productos químicos orgánicos;03;Derivados halogenados de los hidrocarburos.;1/11/11;NULL;SI
30;Productos farmacéuticos;03;Medicamentos (excepto los productos de las partidas 30.02, 30.05 ó 30.06) constituidos por productos mezclados entre sí, preparados para usos terapéuticos o profilácticos, sin dosificar ni acondicionar para la venta al por menor.;1/11/11;NULL;SI
31;Abonos;03;Abonos minerales o químicos fosfatados.;1/11/11;NULL;SI
32;"Extractos curtientes o tintóreos; taninos y sus derivados; pigmentos y demás materias colorantes; pinturas y barnices; mástiques; tintas";03;"Materias colorantes de origen vegetal o animal (incluidos los extractos tintóreos, excepto los negros de origen animal), aunque sean de constitución química definida; preparaciones a que se refiere la Nota 3 de este Capítulo a base de materias colorantes ";1/11/11;NULL;SI
33;"Aceites esenciales y resinoides; preparaciones de perfumería, de tocador o de cosmética";03;Perfumes y aguas de tocador.;1/11/11;NULL;SI
34;Jabón, agentes de superficie orgánicos, preparaciones para lavar, preparaciones lubricantes, ceras artificiales, ceras preparadas, productos de limpieza, velas y artículos similares, pastas para modelar, “ceras para odontología” y preparaciones para odont;03;Preparaciones lubricantes (incluidos los aceites de corte, las preparaciones para aflojar tuercas, las preparaciones antiherrumbre o anticorrosión y las preparaciones para el desmoldeo, a base de lubricantes) y preparaciones de los tipos utilizados para e;1/11/11;NULL;SI
01;Animales vivos;03;Animales vivos de la especie porcina.;1/11/11;NULL;SI
39;Plástico y sus manufacturas;03;Polímeros de estireno en formas primarias.;1/11/11;NULL;SI
40;Caucho y sus manufacturas;03;Caucho regenerado en formas primarias o en placas, hojas o tiras.;1/11/11;NULL;SI
16;Preparaciones de carne, pescado o de crustáceos, moluscos o demás invertebrados acuáticos;03;Extractos y jugos de carne, pescado o de crustáceos, moluscos o demás invertebrados acuáticos.;1/11/11;NULL;SI
17;Azúcares y artículos de confitería;03;Melaza procedente de la extracción o del refinado del azúcar.;1/11/11;NULL;SI
18;Cacao y sus preparaciones;03;Pasta de cacao, incluso desgrasada.;1/11/11;NULL;SI
19;"Preparaciones a base de cereales, harina, almidón, fécula o leche; productos de pastelería";03;Tapioca y sus sucedáneos preparados con fécula, en copos, grumos, granos perlados, cerniduras o formas similares.;1/11/11;NULL;SI
20;Preparaciones de hortalizas, frutas u otros frutos o demás partes de plantas;03;Hongos y trufas, preparados o conservados (excepto en vinagre o en ácido acético).;1/11/11;NULL;SI
12;"Semillas y frutos oleaginosos; semillas y frutos diversos; plantas industriales o medicinales; paja y forraje";03;Copra.;1/11/11;NULL;SI
15;"Grasas y aceites animales o vegetales; productos de su desdoblamiento; grasas alimenticias elaboradas; ceras de origen animal o vegetal";03;Estearina solar, aceite de manteca de cerdo, oleoestearina, oleomargarina y aceite de sebo, sin emulsionar, mezclar ni preparar de otro modo.;1/11/11;NULL;SI
35;"Materias albuminoideas; productos a base de almidón o de fécula modificados; colas; enzimas";03;"Gelatinas (aunque se presenten en hojas cuadradas o rectangulares, incluso trabajadas en la superficie o coloreadas) y sus derivados; ictiocola; las demás colas de origen animal, excepto las colas de caseína de la partida 35.01.";1/11/11;NULL;SI
36;"Pólvora y explosivos; artículos de pirotecnia; fósforos (cerillas); aleaciones pirofóricas; materias inflamables";03;"Mechas de seguridad; cordones detonantes; cebos y cápsulas fulminantes; inflamadores; detonadores eléctricos.";1/11/11;NULL;SI
37;Productos fotográficos o cinematográficos;03;Papel, cartón y textiles, fotográficos, sensibilizados, sin impresionar.;1/11/11;NULL;SI
38;Productos diversos de las industrias químicas;03;Tall oil, incluso refinado.;1/11/11;NULL;SI
41;Pieles (excepto la peletería) y cueros;03;Los demás cueros y pieles en bruto (frescos o salados, secos, encalados, piquelados o conservados de otro modo, pero sin curtir, apergaminar ni preparar de otra forma), incluso depilados o divididos, excepto los excluidos por las Notas 1 b) ó 1 c) de este;1/11/11;NULL;SI
42;"Manufacturas de cuero; artículos de talabartería o guarnicionería; artículos de viaje, bolsos de mano (carteras) y continentes similares; manufacturas de tripa";03;Prendas y complementos (accesorios), de vestir, de cuero natural o cuero regenerado.;1/11/11;NULL;SI
43;"Peletería y confecciones de peletería; peletería facticia o artificial";03;Prendas y complementos (accesorios), de vestir, y demás artículos de peletería.;1/11/11;NULL;SI
44;Madera, carbón vegetal y manufacturas de madera;03;Madera en bruto, incluso descortezada, desalburada o escuadrada.;1/11/11;NULL;SI
45;Corcho y sus manufacturas;03;Manufacturas de corcho natural.;1/11/11;NULL;SI
47;"Pasta de madera o de las demás materias fibrosas celulósicas; papel o cartón para reciclar (desperdicios y desechos)";03;Pasta química de madera a la sosa (soda) o al sulfato, excepto la pasta para disolver.;1/11/11;NULL;SI
48;"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón";03;"Papel del tipo utilizado para papel higiénico, toallitas para desmaquillar, toallas, servilletas o papeles similares de uso doméstico, de higiene o tocador, guata de celulosa y napa de fibras de celulosa, incluso rizados (""crepés""), plisados, gofrados, es";1/11/11;NULL;SI
49;"Productos editoriales, de la prensa y de las demás industrias gráficas; textos manuscritos o mecanografiados y planos";03;Álbumes o libros de estampas y cuadernos para dibujar o colorear, para niños.;1/11/11;NULL;SI
50;Seda;03;Desperdicios de seda (incluidos los capullos no aptos para el devanado, desperdicios de hilados e hilachas).;1/11/11;NULL;SI
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin";03;Desperdicios de lana o de pelo fino u ordinario, incluidos los desperdicios de hilados, excepto las hilachas.;1/11/11;NULL;SI
52;Algodón;03;Algodón cardado o peinado.;1/11/11;NULL;SI
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel";03;"Yute y demás fibras textiles del líber (excepto el lino, cáñamo y ramio), en bruto o trabajados, pero sin hilar; estopas y desperdicios de estas fibras (incluidos los desperdicios de hilados y las hilachas).";1/11/11;NULL;SI
70;Vidrio y sus manufacturas;03;Vidrio colado o laminado, en placas, hojas o perfiles, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.;1/11/11;NULL;SI
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial";03;Hilados de filamentos artificiales (excepto el hilo de coser) sin acondicionar para la venta al por menor, incluidos los monofilamentos artificiales de título inferior a 67 decitex.;1/11/11;NULL;SI
55;Fibras sintéticas o artificiales discontinuas;03;Fibras sintéticas discontinuas, sin cardar, peinar ni transformar de otro modo para la hilatura.;1/11/11;NULL;SI
56;"Guata, fieltro y tela sin tejer; hilados especiales; cordeles, cuerdas y cordajes; artículos de cordelería.";03;Tela sin tejer, incluso impregnada, recubierta, revestida o estratificada.;1/11/11;NULL;SI
57;Alfombras y demás revestimientos para el suelo, de materia textil;03;Alfombras y demás revestimientos para el suelo, de materia textil, con mechón insertado, incluso confeccionados.;1/11/11;NULL;SI
58;"Tejidos especiales; superficies textiles con mechón insertado; encajes; tapicería; pasamanería; bordados";03;Tejidos de gasa de vuelta, excepto los productos de la partida 58.06.;1/11/11;NULL;SI
59;"Telas impregnadas, recubiertas, revestidas o estratificadas; artículos técnicos de materia textil";03;Telas impregnadas, recubiertas, revestidas o estratificadas con plástico, excepto las de la partida 59.02.;1/11/11;NULL;SI
88;Aeronaves, vehículos espaciales, y sus partes;03;Partes de los aparatos de las partidas 88.01 u 88.02.;1/11/11;NULL;SI
89;Barcos y demás artefactos flotantes;03;"Yates y demás barcos y embarcaciones de recreo o deporte; barcas (botes) de remo y canoas.";1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";03;Monturas (armazones) de gafas (anteojos) o artículos similares y sus partes.;1/11/11;NULL;SI
05;Los demás productos de origen animal no expresados ni comprendidos en otra parte;03;S/N;1/11/11;NULL;SI
14;Materias trenzables y demás productos de origen vegetal, no expresados ni comprendidos en otra parte;03;S/N;1/11/11;NULL;SI
65;Sombreros, demás tocados, y sus partes;03;S/N;1/11/11;NULL;SI
78;Plomo y sus manufacturas;03;S/N;1/11/11;NULL;SI
92;"Instrumentos musicales; sus partes y accesorios";03;S/N;1/11/11;NULL;SI
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";03;Partes identificables como destinadas, exclusiva o principalmente, a las máquinas de las partidas 85.01 u 85.02.;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";03;Calderas para calefacción central, excepto las de la partida 84.02.;1/11/11;NULL;SI
91;Aparatos de relojería y sus partes;03;Despertadores y demás relojes de pequeño mecanismo de relojería.;1/11/11;NULL;SI
93;Armas, municiones, y sus partes y accesorios;03;Las demás armas de fuego y artefactos similares que utilicen la deflagración de pólvora (por ejemplo: armas de caza, armas de avancarga, pistolas lanzacohete y demás artefactos concebidos únicamente para lanzar cohetes de señal, pistolas y revólveres de f;1/11/11;NULL;SI
94;"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; aparatos de alumbrado no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras, luminosos y artículos similares; construcciones prefabricadas";03;Los demás muebles y sus partes.;1/11/11;NULL;SI
95;"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";03;"Triciclos, patinetes, coches de pedal y juguetes similares con ruedas; coches y sillas de ruedas para muñecas o muñecos; muñecas o muñecos; los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de ";1/11/11;NULL;SI
96;Manufacturas diversas;03;"Escobas y escobillas, cepillos, brochas y pinceles (incluso si son partes de máquinas, aparatos o vehículos), escobas mecánicas, sin motor, de uso manual, fregonas o mopas y plumeros; cabezas preparadas para artículos de cepillería; almohadillas o muñequi";1/11/11;NULL;SI
97;Objetos de arte o colección y antigüedades;03;Obras originales de estatuaria o escultura, de cualquier materia.;1/11/11;NULL;SI
98;Operaciones especiales;03;Material de ensamble para la fabricación de automóviles, camiones, autobuses integrales o tractocamiones.;1/11/11;NULL;SI
79;Cinc y sus manufacturas;03;Polvo y escamillas, de cinc.;1/11/11;NULL;SI
80;Estaño y sus manufacturas;03;Barras, perfiles y alambre, de estaño.;1/11/11;NULL;SI
81;"Los demás metales comunes; cermets; manufacturas de estas materias";03;Tantalio y sus manufacturas, incluidos los desperdicios y desechos.;1/11/11;NULL;SI
82;"Herramientas y útiles, artículos de cuchillería y cubiertos de mesa, de metal común; partes de estos artículos, de metal común";03;Limas, escofinas, alicates (incluso cortantes), tenazas, pinzas, cizallas para metales, cortatubos, cortapernos, sacabocados y herramientas similares, de mano.;1/11/11;NULL;SI
83;Manufacturas diversas de metal común;03;Cajas de caudales, puertas blindadas y compartimientos para cámaras acorazadas, cofres y cajas de seguridad y artículos similares, de metal común.;1/11/11;NULL;SI
86;"Vehículos y material para vías férreas o similares, y sus partes; aparatos mecánicos (incluso electromecánicos) de señalización para vías de comunicación";03;Automotores para vías férreas y tranvías autopropulsados, excepto los de la partida 86.04.;1/11/11;NULL;SI
87;"Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios";03;"Automóviles de turismo y demás vehículos automóviles concebidos principalmente para el transporte de personas (excepto los de la partida 87.02), incluidos los vehículos del tipo familiar (""break"" o ""station wagon"") y los de carreras.";1/11/11;NULL;SI
60;Tejidos de punto;03;Tejidos de punto de anchura inferior o igual a 30 cm, excepto los de las partidas 60.01 ó 60.02.;1/11/11;NULL;SI
61;Prendas y complementos (accesorios), de vestir, de punto;03;Trajes (ambos o ternos), conjuntos, chaquetas (sacos), pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), de punto, para hombres o niños.;1/11/11;NULL;SI
62;Prendas y complementos (accesorios), de vestir, excepto los de punto;03;Trajes (ambos o ternos), conjuntos, chaquetas (sacos), pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), para hombres o niños.;1/11/11;NULL;SI
63;"Los demás artículos textiles confeccionados; juegos; prendería y trapos";03;"Visillos y cortinas; guardamalletas y rodapiés de cama.";1/11/11;NULL;SI
64;"Calzado, polainas y artículos análogos; partes de estos artículos";03;Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de cuero natural.;1/11/11;NULL;SI
66;Paraguas, sombrillas, quitasoles, bastones, bastones asiento, látigos, fustas, y sus partes;03;Partes, guarniciones y accesorios para los artículos de las partidas 66.01 ó 66.02.;1/11/11;NULL;SI
67;"Plumas y plumón preparados y artículos de plumas o plumón; flores artificiales; manufacturas de cabello";03;"Cabello peinado, afinado, blanqueado o preparado de otra forma; lana, pelo u otra materia textil, preparados para la fabricación de pelucas o artículos similares.";1/11/11;NULL;SI
68;Manufacturas de piedra, yeso fraguable, cemento, amianto (asbesto), mica o materias análogas;03;Pizarra natural trabajada y manufacturas de pizarra natural o aglomerada.;1/11/11;NULL;SI
69;Productos cerámicos;03;Los demás artículos cerámicos refractarios (por ejemplo: retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas), excepto los de harinas silíceas fósiles o de tierras silíceas análogas.;1/11/11;NULL;SI
71;"Perlas naturales o cultivadas, piedras preciosas o semipreciosas, metales preciosos, chapados de metal precioso (plaqué) y manufacturas de estas materias; bisutería; monedas";03;"Piedras preciosas (excepto los diamantes) o semipreciosas, naturales, incluso trabajadas o clasificadas, sin ensartar, montar ni engarzar; piedras preciosas (excepto los diamantes) o semipreciosas, naturales, sin clasificar, ensartadas temporalmente para ";1/11/11;NULL;SI
72;Fundición, hierro y acero;03;"Productos férreos obtenidos por reducción directa de minerales de hierro y demás productos férreos esponjosos, en trozos, ""pellets""o formas similares; hierro con una pureza superior o igual al 99.94% en peso, en trozos, ""pellets"" o formas similares.";1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;03;Tubos y perfiles huecos, de fundición.;1/11/11;NULL;SI
74;Cobre y sus manufacturas;03;Cobre refinado y aleaciones de cobre, en bruto.;1/11/11;NULL;SI
75;Níquel y sus manufacturas;03;Desperdicios y desechos, de níquel.;1/11/11;NULL;SI
76;Aluminio y sus manufacturas;03;Polvo y escamillas, de aluminio.;1/11/11;NULL;SI
29;Productos químicos orgánicos;04;Derivados sulfonados, nitrados o nitrosados de los hidrocarburos, incluso halogenados.;1/11/11;NULL;SI
30;Productos farmacéuticos;04;Medicamentos (excepto los productos de las partidas 30.02, 30.05 ó 30.06) constituidos por productos mezclados o sin mezclar, preparados para usos terapéuticos o profilácticos, dosificados (incluidos los administrados por vía transdérmica) o acondicionado;1/11/11;NULL;SI
31;Abonos;04;Abonos minerales o químicos potásicos.;1/11/11;NULL;SI
32;"Extractos curtientes o tintóreos; taninos y sus derivados; pigmentos y demás materias colorantes; pinturas y barnices; mástiques; tintas";04;"Materias colorantes orgánicas sintéticas, aunque sean de constitución química definida; preparaciones a que se refiere la Nota 3 de este Capítulo a base de materias colorantes orgánicas sintéticas; productos orgánicos sintéticos de los tipos utilizados pa";1/11/11;NULL;SI
33;"Aceites esenciales y resinoides; preparaciones de perfumería, de tocador o de cosmética";04;"Preparaciones de belleza, maquillaje y para el cuidado de la piel, excepto los medicamentos, incluidas las preparaciones antisolares y las bronceadoras; preparaciones para manicuras o pedicuros.";1/11/11;NULL;SI
34;Jabón, agentes de superficie orgánicos, preparaciones para lavar, preparaciones lubricantes, ceras artificiales, ceras preparadas, productos de limpieza, velas y artículos similares, pastas para modelar, “ceras para odontología” y preparaciones para odont;04;Ceras artificiales y ceras preparadas.;1/11/11;NULL;SI
01;Animales vivos;04;Animales vivos de las especies ovina o caprina.;1/11/11;NULL;SI
39;Plástico y sus manufacturas;04;Polímeros de cloruro de vinilo o de otras olefinas halogenadas, en formas primarias.;1/11/11;NULL;SI
40;Caucho y sus manufacturas;04;Desechos, desperdicios y recortes, de caucho sin endurecer, incluso en polvo o gránulos.;1/11/11;NULL;SI
16;Preparaciones de carne, pescado o de crustáceos, moluscos o demás invertebrados acuáticos;04;"Preparaciones y conservas de pescado; caviar y sus sucedáneos preparados con huevas de pescado.";1/11/11;NULL;SI
17;Azúcares y artículos de confitería;04;Artículos de confitería sin cacao (incluido el chocolate blanco).;1/11/11;NULL;SI
18;Cacao y sus preparaciones;04;Manteca, grasa y aceite de cacao.;1/11/11;NULL;SI
19;"Preparaciones a base de cereales, harina, almidón, fécula o leche; productos de pastelería";04;"Productos a base de cereales obtenidos por inflado o tostado (por ejemplo: hojuelas o copos de maíz); cereales (excepto el maíz) en grano o en forma de copos u otro grano trabajado (excepto la harina, grañones y sémola), precocidos o preparados de otro mo";1/11/11;NULL;SI
20;Preparaciones de hortalizas, frutas u otros frutos o demás partes de plantas;04;Las demás hortalizas preparadas o conservadas (excepto en vinagre o en ácido acético), congeladas, excepto los productos de la partida 20.06.;1/11/11;NULL;SI
21;Preparaciones alimenticias diversas;04;"Preparaciones para sopas, potajes o caldos; sopas, potajes o caldos, preparados; preparaciones alimenticias compuestas homogeneizadas.";1/11/11;NULL;SI
08;"Frutas y frutos comestibles; cortezas de agrios (cítricos), melones o sandías";04;Dátiles, higos, piñas (ananás), aguacates (paltas), guayabas, mangos y mangostanes, frescos o secos.;1/11/11;NULL;SI
09;Café, té, yerba mate y especias;04;"Pimienta del género Piper; frutos de los géneros Capsicum o Pimenta, secos, triturados o pulverizados.";1/11/11;NULL;SI
02;Carne y despojos comestibles;04;Carne de animales de las especies ovina o caprina, fresca, refrigerada o congelada.;1/11/11;NULL;SI
03;Pescados y crustáceos, moluscos y demás invertebrados acuáticos;04;Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados.;1/11/11;NULL;SI
04;"Leche y productos lácteos; huevos de ave; miel natural; productos comestibles de origen animal, no expresados ni comprendidos en otra parte";04;"Lactosuero, incluso concentrado o con adición de azúcar u otro edulcorante; productos constituidos por los componentes naturales de la leche, incluso con adición de azúcar u otro edulcorante, no expresados ni comprendidos en otra parte.";1/11/11;NULL;SI
05;Los demás productos de origen animal no expresados ni comprendidos en otra parte;04;Tripas, vejigas y estómagos de animales, excepto los de pescado, enteros o en trozos, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.;1/11/11;NULL;SI
06;Plantas vivas y productos de la floricultura;04;Follaje, hojas, ramas y demás partes de plantas, sin flores ni capullos, y hierbas, musgos y líquenes, para ramos o adornos, frescos, secos, blanqueados, teñidos, impregnados o preparados de otra forma.;1/11/11;NULL;SI
07;Hortalizas, plantas, raíces y tubérculos alimenticios;04;Coles, incluidos los repollos, coliflores, coles rizadas, colinabos y productos comestibles similares del género Brassica, frescos o refrigerados.;1/11/11;NULL;SI
22;Bebidas, líquidos alcohólicos y vinagre;04;"Vino de uvas frescas, incluso encabezado; mosto de uva, excepto el de la partida 20.09.";1/11/11;NULL;SI
23;"Residuos y desperdicios de las industrias alimentarias; alimentos preparados para animales";04;"Tortas y demás residuos sólidos de la extracción del aceite de soja (soya), incluso molidos o en ""pellets"".";1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";04;Grafito natural.;1/11/11;NULL;SI
26;Minerales metalíferos, escorias y cenizas;04;Minerales de níquel y sus concentrados.;1/11/11;NULL;SI
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales";04;"Coques y semicoques de hulla, lignito o turba, incluso aglomerados; carbón de retorta.";1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";04;Hidrógeno, gases nobles y demás elementos no metálicos.;1/11/11;NULL;SI
65;Sombreros, demás tocados, y sus partes;04;Sombreros y demás tocados, trenzados o fabricados por unión de tiras de cualquier materia, incluso guarnecidos.;1/11/11;NULL;SI
67;"Plumas y plumón preparados y artículos de plumas o plumón; flores artificiales; manufacturas de cabello";04;"Pelucas, barbas, cejas, pestañas, mechones y artículos análogos, de cabello, pelo o materia textil; manufacturas de cabello no expresadas ni comprendidas en otra parte.";1/11/11;NULL;SI
37;Productos fotográficos o cinematográficos;04;Placas, películas, papel, cartón y textiles, fotográficos, impresionados pero sin revelar.;1/11/11;NULL;SI
68;Manufacturas de piedra, yeso fraguable, cemento, amianto (asbesto), mica o materias análogas;04;Muelas y artículos similares, sin bastidor, para moler, desfibrar, triturar, afilar, pulir, rectificar, cortar o trocear, piedras de afilar o pulir a mano, y sus partes, de piedra natural, de abrasivos naturales o artificiales aglomerados o de cerámica, i;1/11/11;NULL;SI
69;Productos cerámicos;04;Ladrillos de construcción, bovedillas, cubrevigas y artículos similares, de cerámica.;1/11/11;NULL;SI
70;Vidrio y sus manufacturas;04;Vidrio estirado o soplado, en hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.;1/11/11;NULL;SI
71;"Perlas naturales o cultivadas, piedras preciosas o semipreciosas, metales preciosos, chapados de metal precioso (plaqué) y manufacturas de estas materias; bisutería; monedas";04;"Piedras preciosas o semipreciosas, sintéticas o reconstituidas, incluso trabajadas o clasificadas, sin ensartar, montar ni engarzar; piedras preciosas o semipreciosas, sintéticas o reconstituidas, sin clasificar, ensartadas temporalmente para facilitar el";1/11/11;NULL;SI
72;Fundición, hierro y acero;04;"Desperdicios y desechos (chatarra), de fundición, hierro o acero; lingotes de chatarra de hierro o acero.";1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;04;Tubos y perfiles huecos, sin costura (sin soldadura), de hierro o acero.;1/11/11;NULL;SI
74;Cobre y sus manufacturas;04;Desperdicios y desechos, de cobre.;1/11/11;NULL;SI
75;Níquel y sus manufacturas;04;Polvo y escamillas, de níquel.;1/11/11;NULL;SI
76;Aluminio y sus manufacturas;04;Barras y perfiles, de aluminio.;1/11/11;NULL;SI
96;Manufacturas diversas;04;Tamices, cedazos y cribas, de mano.;1/11/11;NULL;SI
97;Objetos de arte o colección y antigüedades;04;Sellos (estampillas) de correo, timbres fiscales, marcas postales, sobres primer día, enteros postales, demás artículos franqueados y análogos, incluso obliterados, excepto los artículos de la partida 49.07.;1/11/11;NULL;SI
98;Operaciones especiales;04;Importaciones o exportaciones de equipajes de pasajeros o menajes de casa.;1/11/11;NULL;SI
78;Plomo y sus manufacturas;04;"Chapas, hojas y tiras, de plomo; polvo y escamillas, de plomo.";1/11/11;NULL;SI
79;Cinc y sus manufacturas;04;Barras, perfiles y alambre, de cinc.;1/11/11;NULL;SI
81;"Los demás metales comunes; cermets; manufacturas de estas materias";04;Magnesio y sus manufacturas, incluidos los desperdicios y desechos.;1/11/11;NULL;SI
82;"Herramientas y útiles, artículos de cuchillería y cubiertos de mesa, de metal común; partes de estos artículos, de metal común";04;"Llaves de ajuste de mano (incluidas las llaves dinamométricas); cubos (dados) de ajuste intercambiables, incluso con mango.";1/11/11;NULL;SI
83;Manufacturas diversas de metal común;04;Clasificadores, ficheros, cajas de clasificación, bandejas de correspondencia, plumeros (vasos o cajas para plumas de escribir), portasellos y material similar de oficina, de metal común, excepto los muebles de oficina de la partida 94.03.;1/11/11;NULL;SI
86;"Vehículos y material para vías férreas o similares, y sus partes; aparatos mecánicos (incluso electromecánicos) de señalización para vías de comunicación";04;Vehículos para mantenimiento o servicio de vías férreas o similares, incluso autopropulsados (por ejemplo: vagones taller, vagones grúa, vagones equipados para apisonar balasto, alinear vías, coches para ensayos y vagonetas de inspección de vías).;1/11/11;NULL;SI
87;"Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios";04;Vehículos automóviles para el transporte de mercancías.;1/11/11;NULL;SI
60;Tejidos de punto;04;Tejidos de punto de anchura superior a 30 cm, con un contenido de hilados de elastómeros o de hilos de caucho superior o igual al 5% en peso, excepto los de la partida 60.01.;1/11/11;NULL;SI
61;Prendas y complementos (accesorios), de vestir, de punto;04;Trajes sastre, conjuntos, chaquetas (sacos), vestidos, faldas, faldas pantalón, pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), de punto, para mujeres o niñas.;1/11/11;NULL;SI
62;Prendas y complementos (accesorios), de vestir, excepto los de punto;04;Trajes sastre, conjuntos, chaquetas (sacos), vestidos, faldas, faldas pantalón, pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), para mujeres o niñas.;1/11/11;NULL;SI
63;"Los demás artículos textiles confeccionados; juegos; prendería y trapos";04;Los demás artículos de tapicería, excepto los de la partida 94.04.;1/11/11;NULL;SI
64;"Calzado, polainas y artículos análogos; partes de estos artículos";04;Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de materia textil.;1/11/11;NULL;SI
88;Aeronaves, vehículos espaciales, y sus partes;04;"Paracaídas, incluidos los dirigibles, planeadores (""parapentes"") o de aspas giratorias giratorias; sus partes y accesorios.";1/11/11;NULL;SI
89;Barcos y demás artefactos flotantes;04;Remolcadores y barcos empujadores.;1/11/11;NULL;SI
90;"Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos";04;Gafas (anteojos) correctoras, protectoras u otras, y artículos similares.;1/11/11;NULL;SI
42;"Manufacturas de cuero; artículos de talabartería o guarnicionería; artículos de viaje, bolsos de mano (carteras) y continentes similares; manufacturas de tripa";04;S/N;1/11/11;NULL;SI
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel";04;S/N;1/11/11;NULL;SI
80;Estaño y sus manufacturas;04;S/N;1/11/11;NULL;SI
92;"Instrumentos musicales; sus partes y accesorios";04;S/N;1/11/11;NULL;SI
