Clave del capitulo;Partida Fracción;Clave Subpartida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
74;17;00;S/N;1/11/11;NULL;SI
78;03;00;S/N;1/11/11;NULL;SI
78;05;00;S/N;1/11/11;NULL;SI
79;06;00;S/N;1/11/11;NULL;SI
80;04;00;S/N;1/11/11;NULL;SI
80;05;00;S/N;1/11/11;NULL;SI
80;06;00;S/N;1/11/11;NULL;SI
92;03;00;S/N;1/11/11;NULL;SI
95;01;00;S/N;1/11/11;NULL;SI
85;03;00;Partes identificables como destinadas, exclusiva o principalmente, a las máquinas de las partidas 85.01 u 85.02.;1/11/11;NULL;SI
84;49;00;"Máquinas y aparatos para la fabricación o acabado del fieltro o tela sin tejer, en pieza o con forma, incluidas las máquinas y aparatos para la fabricación de sombreros de fieltro; hormas de sombrerería.";1/11/11;NULL;SI
92;06;00;Instrumentos musicales de percusión (por ejemplo: tambores, cajas, xilófonos, platillos, castañuelas, maracas).;1/11/11;NULL;SI
85;34;00;Circuitos impresos.;1/11/11;NULL;SI
18;02;00;Cáscara, películas y demás residuos de cacao.;1/11/11;NULL;SI
18;05;00;Cacao en polvo sin adición de azúcar ni otro edulcorante.;1/11/11;NULL;SI
19;03;00;Tapioca y sus sucedáneos preparados con fécula, en copos, grumos, granos perlados, cerniduras o formas similares.;1/11/11;NULL;SI
27;15;00;"Mezclas bituminosas a base de asfalto o de betún naturales, de betún de petróleo, de alquitrán mineral o de brea de alquitrán mineral (por ejemplo: mástiques bituminosos, ""cut backs"").";1/11/11;NULL;SI
27;16;00;Energía eléctrica.;1/11/11;NULL;SI
28;02;00;"Azufre sublimado o precipitado; azufre coloidal.";1/11/11;NULL;SI
28;03;00;Carbono (negros de humo y otras formas de carbono no expresadas ni comprendidas en otra parte).;1/11/11;NULL;SI
28;07;00;"Ácido sulfúrico; oleum.";1/11/11;NULL;SI
28;08;00;"Ácido nítrico; ácidos sulfonítricos.";1/11/11;NULL;SI
28;10;00;"Óxidos de boro; ácidos bóricos.";1/11/11;NULL;SI
28;22;00;"Óxidos e hidróxidos de cobalto; óxidos de cobalto comerciales.";1/11/11;NULL;SI
05;03;00;S/N;1/11/11;NULL;SI
05;09;00;S/N;1/11/11;NULL;SI
14;02;00;S/N;1/11/11;NULL;SI
14;03;00;S/N;1/11/11;NULL;SI
25;24;00;S/N;1/11/11;NULL;SI
28;38;00;S/N;1/11/11;NULL;SI
28;51;00;S/N;1/11/11;NULL;SI
29;19;00;S/N;1/11/11;NULL;SI
42;04;00;S/N;1/11/11;NULL;SI
44;02;00;S/N;1/11/11;NULL;SI
48;15;00;S/N;1/11/11;NULL;SI
65;03;00;S/N;1/11/11;NULL;SI
15;02;00;Grasa de animales de las especies bovina, ovina o caprina, excepto las de la partida 15.03.;1/11/11;30/6/12;SI
15;06;00;Las demás grasas y aceites animales, y sus fracciones, incluso refinados, pero sin modificar químicamente.;1/11/11;NULL;SI
15;10;00;Los demás aceites y sus fracciones obtenidos exclusivamente de aceituna, incluso refinados, pero sin modificar químicamente, y mezclas de estos aceites o fracciones con los aceites o fracciones de la partida 15.09.;1/11/11;NULL;SI
25;21;00;"Castinas; piedras para la fabricación de cal o de cemento.";1/11/11;NULL;SI
38;18;00;"Elementos químicos dopados para uso en electrónica, en discos, obleas (""wafers"") o formas análogas; compuestos químicos dopados para uso en electrónica.";1/11/11;NULL;SI
38;19;00;Líquidos para frenos hidráulicos y demás líquidos preparados para transmisiones hidráulicas, sin aceites de petróleo ni de mineral bituminoso o con un contenido inferior al 70% en peso de dichos aceites.;1/11/11;NULL;SI
38;20;00;Preparaciones anticongelantes y líquidos preparados para descongelar.;1/11/11;NULL;SI
38;21;00;Medios de cultivo preparados para el desarrollo o mantenimiento de microorganismos (incluidos los virus y organismos similares) o de células vegetales, humanas o animales.;1/11/11;NULL;SI
38;22;00;"Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, excepto los de las partidas 30.02 o 30.06; materiales de referencia certificados.";1/11/11;NULL;SI
89;04;00;Remolcadores y barcos empujadores.;1/11/11;NULL;SI
89;08;00;Barcos y demás artefactos flotantes para desguace.;1/11/11;NULL;SI
52;01;00;Algodón sin cardar ni peinar.;1/11/11;NULL;SI
04;07;00;Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos.;1/11/11;30/6/12;SI
04;09;00;Miel natural.;1/11/11;NULL;SI
05;01;00;"Cabello en bruto, incluso lavado o desgrasado; desperdicios de cabello.";1/11/11;NULL;SI
48;12;00;Bloques y placas, filtrantes, de pasta de papel.;1/11/11;NULL;SI
02;05;00;Carne de animales de las especies caballar, asnal o mular, fresca, refrigerada o congelada.;1/11/11;NULL;SI
02;09;00;Tocino sin partes magras y grasa de cerdo o de ave sin fundir ni extraer de otro modo, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.;1/11/11;30/6/12;SI
43;04;00;Peletería facticia o artificial y artículos de peletería facticia o artificial.;1/11/11;NULL;SI
44;05;00;"Lana de madera; harina de madera.";1/11/11;NULL;SI
73;16;00;Anclas, rezones y sus partes, de fundición, hierro o acero.;1/11/11;NULL;SI
15;01;00;Grasa de cerdo (incluida la manteca de cerdo) y grasa de ave, excepto las de las partidas 02.09 ó 15.03.;1/11/11;30/6/12;SI
15;03;00;Estearina solar, aceite de manteca de cerdo, oleoestearina, oleomargarina y aceite de sebo, sin emulsionar, mezclar ni preparar de otro modo.;1/11/11;NULL;SI
15;05;00;Grasa de lana y sustancias grasas derivadas, incluida la lanolina.;1/11/11;NULL;SI
07;02;00;Tomates frescos o refrigerados.;1/11/11;NULL;SI
07;07;00;Pepinos y pepinillos, frescos o refrigerados.;1/11/11;NULL;SI
08;03;00;Bananas o plátanos, frescos o secos.;1/11/11;30/6/12;SI
08;14;00;Cortezas de agrios (cítricos), melones o sandías, frescas, congeladas, secas o presentadas en agua salada, sulfurosa o adicionada de otras sustancias para su conservación provisional.;1/11/11;NULL;SI
09;03;00;Yerba mate.;1/11/11;NULL;SI
09;05;00;Vainilla.;1/11/11;30/6/12;SI
49;03;00;Álbumes o libros de estampas y cuadernos para dibujar o colorear, para niños.;1/11/11;NULL;SI
49;04;00;Música manuscrita o impresa, incluso con ilustraciones o encuadernada.;1/11/11;NULL;SI
49;09;00;"Tarjetas postales impresas o ilustradas; tarjetas impresas con felicitaciones o comunicaciones personales, incluso con ilustraciones, adornos o aplicaciones, o con sobres.";1/11/11;NULL;SI
49;10;00;Calendarios de cualquier clase impresos, incluidos los tacos de calendario.;1/11/11;NULL;SI
50;01;00;Capullos de seda aptos para el devanado.;1/11/11;NULL;SI
50;02;00;Seda cruda (sin torcer).;1/11/11;NULL;SI
50;03;00;Desperdicios de seda (incluidos los capullos no aptos para el devanado, desperdicios de hilados e hilachas).;1/11/11;NULL;SI
50;04;00;Hilados de seda (excepto los hilados de desperdicios de seda) sin acondicionar para la venta al por menor.;1/11/11;NULL;SI
50;05;00;Hilados de desperdicios de seda sin acondicionar para la venta al por menor.;1/11/11;NULL;SI
50;06;00;"Hilados de seda o de desperdicios de seda, acondicionados para la venta al por menor; ""pelo de Mesina"" (""crin de Florencia"").";1/11/11;NULL;SI
51;04;00;Hilachas de lana o de pelo fino u ordinario.;1/11/11;NULL;SI
51;10;00;Hilados de pelo ordinario o de crin (incluidos los hilados de crin entorchados), aunque estén acondicionados para la venta al por menor.;1/11/11;NULL;SI
51;13;00;Tejidos de pelo ordinario o de crin.;1/11/11;NULL;SI
52;03;00;Algodón cardado o peinado.;1/11/11;NULL;SI
72;21;00;Alambrón de acero inoxidable.;1/11/11;NULL;SI
72;23;00;Alambre de acero inoxidable.;1/11/11;NULL;SI
73;03;00;Tubos y perfiles huecos, de fundición.;1/11/11;NULL;SI
73;11;00;Recipientes para gas comprimido o licuado, de fundición, hierro o acero.;1/11/11;NULL;SI
73;17;00;Puntas, clavos, chinchetas (chinches), grapas apuntadas, onduladas o biseladas, y artículos similares, de fundición, hierro o acero, incluso con cabeza de otras materias, excepto de cabeza de cobre.;1/11/11;NULL;SI
41;12;00;Cueros preparados después del curtido o del secado y cueros y pieles apergaminados, de ovino, depilados, incluso divididos, excepto los de la partida 41.14.;1/11/11;NULL;SI
74;05;00;Aleaciones madre de cobre.;1/11/11;NULL;SI
39;10;00;Siliconas en formas primarias.;1/11/11;NULL;SI
39;14;00;Intercambiadores de iones a base de polímeros de las partidas 39.01 a 39.13, en formas primarias.;1/11/11;NULL;SI
40;03;00;Caucho regenerado en formas primarias o en placas, hojas o tiras.;1/11/11;NULL;SI
40;04;00;Desechos, desperdicios y recortes, de caucho sin endurecer, incluso en polvo o gránulos.;1/11/11;NULL;SI
40;07;00;Hilos y cuerdas, de caucho vulcanizado.;1/11/11;NULL;SI
74;01;00;"Matas de cobre; cobre de cementación (cobre precipitado).";1/11/11;NULL;SI
74;02;00;"Cobre sin refinar; ánodos de cobre para refinado electrolítico.";1/11/11;NULL;SI
74;04;00;Desperdicios y desechos, de cobre.;1/11/11;NULL;SI
74;13;00;Cables, trenzas y artículos similares, de cobre, sin aislar para electricidad.;1/11/11;NULL;SI
75;03;00;Desperdicios y desechos, de níquel.;1/11/11;NULL;SI
75;04;00;Polvo y escamillas, de níquel.;1/11/11;NULL;SI
76;02;00;Desperdicios y desechos, de aluminio.;1/11/11;NULL;SI
76;09;00;Accesorios de tubería (por ejemplo: empalmes (racores), codos, manguitos) de aluminio.;1/11/11;NULL;SI
44;14;00;Marcos de madera para cuadros, fotografías, espejos u objetos similares.;1/11/11;NULL;SI
44;19;00;Artículos de mesa o de cocina, de madera.;1/11/11;NULL;SI
47;02;00;Pasta química de madera para disolver.;1/11/11;NULL;SI
47;05;00;Pasta de madera obtenida por la combinación de tratamientos mecánico y químico.;1/11/11;NULL;SI
29;13;00;Derivados halogenados, sulfonados, nitrados o nitrosados de los productos de la partida 29.12.;1/11/11;NULL;SI
86;08;00;"Material fijo de vías férreas o similares; aparatos mecánicos (incluso electromecánicos) de señalización, seguridad, control o mando para vías férreas o similares, carreteras o vías fluviales, áreas o parques de estacionamiento, instalaciones portuarias o";1/11/11;NULL;SI
95;03;00;"Triciclos, patinetes, coches de pedal y juguetes similares con ruedas; coches y sillas de ruedas para muñecas o muñecos; muñecas o muñecos; los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de ";1/11/11;NULL;SI
96;02;00;"Materias vegetales o minerales para tallar, trabajadas, y manufacturas de estas materias; manufacturas moldeadas o talladas de cera, parafina, estearina, gomas o resinas naturales o pasta para modelar y demás manufacturas moldeadas o talladas no expresada";1/11/11;NULL;SI
86;04;00;Vehículos para mantenimiento o servicio de vías férreas o similares, incluso autopropulsados (por ejemplo: vagones taller, vagones grúa, vagones equipados para apisonar balasto, alinear vías, coches para ensayos y vagonetas de inspección de vías).;1/11/11;NULL;SI
86;05;00;Coches de viajeros, furgones de equipajes, coches correo y demás coches especiales, para vías férreas o similares (excepto los coches de la partida 86.04).;1/11/11;NULL;SI
86;09;00;Contenedores (incluidos los contenedores cisterna y los contenedores depósito) especialmente concebidos y equipados para uno o varios medios de transporte.;1/11/11;NULL;SI
26;11;00;Minerales de volframio (tungsteno) y sus concentrados.;1/11/11;NULL;SI
26;19;00;Escorias (excepto las granuladas), batiduras y demás desperdicios de la siderurgia.;1/11/11;NULL;SI
27;05;00;Gas de hulla, gas de agua, gas pobre y gases similares, excepto el gas de petróleo y demás hidrocarburos gaseosos.;1/11/11;NULL;SI
59;05;00;Revestimientos de materia textil para paredes.;1/11/11;NULL;SI
59;07;00;"Las demás telas impregnadas, recubiertas o revestidas; lienzos pintados para decoraciones de teatro, fondos de estudio o usos análogos.";1/11/11;NULL;SI
26;08;00;Minerales de cinc y sus concentrados.;1/11/11;NULL;SI
29;31;00;Los demás compuestos órgano-inorgánicos.;1/11/11;30/6/12;SI
29;27;00;Compuestos diazoicos, azoicos o azoxi.;1/11/11;NULL;SI
29;28;00;Derivados orgánicos de la hidrazina o de la hidroxilamina.;1/11/11;NULL;SI
29;35;00;Sulfonamidas.;1/11/11;NULL;SI
29;40;00;"Azúcares químicamente puros, excepto la sacarosa, lactosa, maltosa, glucosa y fructosa (levulosa); éteres, acetales y ésteres de azúcares y sus sales, excepto los productos de las partidas 29.37, 29.38 ó 29.39.";1/11/11;NULL;SI
65;01;00;Cascos sin ahormado ni perfilado del ala, platos (discos) y cilindros, aunque estén cortados en el sentido de la altura, de fieltro, para sombreros.;1/11/11;NULL;SI
65;02;00;Cascos para sombreros, trenzados o fabricados por unión de tiras de cualquier materia, sin ahormado ni perfilado del ala y sin guarnecer.;1/11/11;NULL;SI
65;04;00;Sombreros y demás tocados, trenzados o fabricados por unión de tiras de cualquier materia, incluso guarnecidos.;1/11/11;NULL;SI
65;07;00;Desudadores, forros, fundas, armaduras, viseras y barboquejos (barbijos), para sombreros y demás tocados.;1/11/11;NULL;SI
66;02;00;Bastones, bastones asiento, látigos, fustas y artículos similares.;1/11/11;NULL;SI
67;01;00;"Pieles y demás partes de ave con sus plumas o plumón; plumas, partes de plumas, plumón y artículos de estas materias, excepto los productos de la partida 05.05 y los cañones y astiles de plumas, trabajados.";1/11/11;NULL;SI
67;03;00;"Cabello peinado, afinado, blanqueado o preparado de otra forma; lana, pelo u otra materia textil, preparados para la fabricación de pelucas o artículos similares.";1/11/11;NULL;SI
68;01;00;Adoquines, encintados (bordillos) y losas para pavimentos, de piedra natural (excepto la pizarra).;1/11/11;NULL;SI
68;03;00;Pizarra natural trabajada y manufacturas de pizarra natural o aglomerada.;1/11/11;NULL;SI
04;10;00;Productos comestibles de origen animal no expresados ni comprendidos en otra parte.;1/11/11;NULL;SI
05;04;00;Tripas, vejigas y estómagos de animales, excepto los de pescado, enteros o en trozos, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.;1/11/11;NULL;SI
48;07;00;Papel y cartón obtenidos por pegado de hojas planas, sin estucar ni recubrir en la superficie y sin impregnar, incluso reforzados interiormente, en bobinas (rollos) o en hojas.;1/11/11;NULL;SI
84;44;00;Máquinas para extrudir, estirar, texturar o cortar materia textil sintética o artificial.;1/11/11;NULL;SI
90;16;00;Balanzas sensibles a un peso inferior o igual a 5 cg, incluso con pesas.;1/11/11;NULL;SI
90;20;00;Los demás aparatos respiratorios y máscaras antigás, excepto las máscaras de protección sin mecanismo ni elemento filtrante amovible.;1/11/11;NULL;SI
90;23;00;Instrumentos, aparatos y modelos concebidos para demostraciones (por ejemplo: en la enseñanza o exposiciones), no susceptibles de otros usos.;1/11/11;NULL;SI
87;15;00;Coches, sillas y vehículos similares para transporte de niños, y sus partes.;1/11/11;NULL;SI
88;01;00;"Globos y dirigibles; alas planeadoras y demás aeronaves, no propulsadas con motor.";1/11/11;NULL;SI
88;04;00;"Paracaídas, incluidos los dirigibles, planeadores (""parapentes"") o de aspas giratorias; sus partes y accesorios.";1/11/11;NULL;SI
89;02;00;"Barcos de pesca; barcos factoría y demás barcos para la preparación o la conservación de los productos de la pesca.";1/11/11;NULL;SI
91;04;00;Relojes de tablero de instrumentos y relojes similares, para automóviles, aeronaves, barcos o demás vehículos.;1/11/11;NULL;SI
09;07;00;Clavo (frutos, clavillos y pedúnculos).;1/11/11;30/6/12;SI
10;02;00;Centeno.;1/11/11;30/6/12;SI
10;03;00;Cebada.;1/11/11;30/6/12;SI
10;04;00;Avena.;1/11/11;30/6/12;SI
10;07;00;Sorgo de grano (granífero).;1/11/11;30/6/12;SI
11;01;00;Harina de trigo o de morcajo (tranquillón).;1/11/11;NULL;SI
11;09;00;Gluten de trigo, incluso seco.;1/11/11;NULL;SI
12;03;00;Copra.;1/11/11;NULL;SI
12;04;00;Semilla de lino, incluso quebrantada.;1/11/11;NULL;SI
12;06;00;Semilla de girasol, incluso quebrantada.;1/11/11;NULL;SI
44;13;00;Madera densificada en bloques, tablas, tiras o perfiles.;1/11/11;NULL;SI
44;16;00;Barriles, cubas, tinas y demás manufacturas de tonelería y sus partes, de madera, incluidas las duelas.;1/11/11;NULL;SI
44;17;00;"Herramientas, monturas y mangos de herramientas, monturas y mangos de cepillos, brochas o escobas, de madera; hormas, ensanchadores y tensores para el calzado, de madera.";1/11/11;NULL;SI
45;02;00;Corcho natural, descortezado o simplemente escuadrado, o en bloques, placas, hojas o tiras, cuadradas o rectangulares (incluidos los esbozos con aristas vivas para tapones).;1/11/11;NULL;SI
47;01;00;Pasta mecánica de madera.;1/11/11;NULL;SI
48;01;00;Papel prensa en bobinas (rollos) o en hojas.;1/11/11;NULL;SI
82;09;00;Plaquitas, varillas, puntas y artículos similares para útiles, sin montar, de cermet.;1/11/11;NULL;SI
82;10;00;Aparatos mecánicos accionados a mano, de peso inferior o igual a 10 kg, utilizados para preparar, acondicionar o servir alimentos o bebidas.;1/11/11;NULL;SI
82;13;00;Tijeras y sus hojas.;1/11/11;NULL;SI
83;03;00;Cajas de caudales, puertas blindadas y compartimientos para cámaras acorazadas, cofres y cajas de seguridad y artículos similares, de metal común.;1/11/11;NULL;SI
83;04;00;Clasificadores, ficheros, cajas de clasificación, bandejas de correspondencia, plumeros (vasos o cajas para plumas de escribir), portasellos y material similar de oficina, de metal común, excepto los muebles de oficina de la partida 94.03.;1/11/11;NULL;SI
38;13;00;"Preparaciones y cargas para aparatos extintores; granadas y bombas extintoras.";1/11/11;NULL;SI
38;14;00;"Disolventes y diluyentes orgánicos compuestos, no expresados ni comprendidos en otra parte; preparaciones para quitar pinturas o barnices.";1/11/11;NULL;SI
38;16;00;Cementos, morteros, hormigones y preparaciones similares, refractarios, excepto los productos de la partida 38.01.;1/11/11;NULL;SI
38;17;00;Mezclas de alquilbencenos y mezclas de alquilnaftalenos, excepto las de las partidas 27.07 o 29.02.;1/11/11;NULL;SI
05;10;00;"Ámbar gris, castóreo, algalia y almizcle; cantáridas; bilis, incluso desecada; glándulas y demás sustancias de origen animal utilizadas para la preparación de productos farmacéuticos, frescas, refrigeradas, congeladas o conservadas provisionalmente de otr";1/11/11;NULL;SI
15;18;00;Grasas y aceites, animales o vegetales, y sus fracciones, cocidos, oxidados, deshidratados, sulfurados, soplados, polimerizados por calor en vacío o atmósfera inerte (“estandolizados”), o modificados químicamente de otra forma, excepto los de la partida 1;1/11/11;NULL;SI
32;03;00;"Materias colorantes de origen vegetal o animal (incluidos los extractos tintóreos, excepto los negros de origen animal), aunque sean de constitución química definida; preparaciones a que se refiere la Nota 3 de este Capítulo a base de materias colorantes ";1/11/11;NULL;SI
34;07;00;"Pastas para modelar, incluidas las presentadas para entretenimiento de los niños; preparaciones llamadas “ceras para odontología” o “compuestos para impresión dental”, presentadas en juegos o surtidos, en envases para la venta al por menor o en plaquitas,";1/11/11;NULL;SI
48;03;00;"Papel del tipo utilizado para papel higiénico, toallitas para desmaquillar, toallas, servilletas o papeles similares de uso doméstico, de higiene o tocador, guata de celulosa y napa de fibras de celulosa, incluso rizados (""crepés""), plisados, gofrados, es";1/11/11;NULL;SI
49;06;00;"Planos y dibujos originales hechos a mano, de arquitectura, ingeniería, industriales, comerciales, topográficos o similares; textos manuscritos; reproducciones fotográficas sobre papel sensibilizado y copias con papel carbón (carbónico), de los planos, di";1/11/11;NULL;SI
49;07;00;"Sellos (estampillas) de correos, timbres fiscales y análogos, sin obliterar, que tengan o estén destinados a tener curso legal en el país en el que su valor facial sea reconocido; papel timbrado; billetes de banco; cheques; títulos de acciones u obligacio";1/11/11;NULL;SI
53;05;00;"Coco, abacá (cáñamo de Manila (Musa textilis Nee)), ramio y demás fibras textiles vegetales no expresadas ni comprendidas en otra parte, en bruto o trabajadas, pero sin hilar; estopas y desperdicios de estas fibras (incluidos los desperdicios de hilados y";1/11/11;NULL;SI
54;05;00;"Monofilamentos artificiales de título superior o igual a 67 decitex y cuya mayor dimensión de la sección transversal sea inferior o igual a 1 mm; tiras y formas similares (por ejemplo, paja artificial) de materia textil artificial, de anchura aparente inf";1/11/11;NULL;SI
73;09;00;Depósitos, cisternas, cubas y recipientes similares para cualquier materia (excepto gas comprimido o licuado), de fundición, hierro o acero, de capacidad superior a 300 l, sin dispositivos mecánicos ni térmicos, incluso con revestimiento interior o calorí;1/11/11;NULL;SI
54;06;00;Hilados de filamentos sintéticos o artificiales (excepto el hilo de coser), acondicionados para la venta al por menor.;1/11/11;NULL;SI
69;12;00;Vajilla y demás artículos de uso doméstico, higiene o tocador, de cerámica, excepto porcelana.;1/11/11;NULL;SI
70;01;00;"Desperdicios y desechos de vidrio; vidrio en masa.";1/11/11;NULL;SI
70;06;00;Vidrio de las partidas 70.03, 70.04 ó 70.05, curvado, biselado, grabado, taladrado, esmaltado o trabajado de otro modo, pero sin enmarcar ni combinar con otras materias.;1/11/11;NULL;SI
70;08;00;Vidrieras aislantes de paredes múltiples.;1/11/11;NULL;SI
70;14;00;Vidrio para señalización y elementos de óptica de vidrio (excepto los de la partida 70.15), sin trabajar ópticamente.;1/11/11;NULL;SI
71;11;00;Chapado (plaqué) de platino sobre metal común, plata u oro, en bruto o semilabrado.;1/11/11;NULL;SI
70;20;00;Las demás manufacturas de vidrio.;1/11/11;NULL;SI
71;07;00;Chapado (plaqué) de plata sobre metal común, en bruto o semilabrado.;1/11/11;NULL;SI
71;09;00;Chapado (plaqué) de oro sobre metal común o sobre plata, en bruto o semilabrado.;1/11/11;NULL;SI
38;04;00;"Lejías residuales de la fabricación de pastas de celulosa, aunque estén concentradas, desazucaradas o tratadas químicamente, incluidos los lignosulfonatos, excepto el ""Tall oil"" de la partida 38.03.";1/11/11;NULL;SI
34;06;00;Velas, cirios y artículos similares.;1/11/11;NULL;SI
35;03;00;"Gelatinas (aunque se presenten en hojas cuadradas o rectangulares, incluso trabajadas en la superficie o coloreadas) y sus derivados; ictiocola; las demás colas de origen animal, excepto las colas de caseína de la partida 35.01.";1/11/11;NULL;SI
35;04;00;"Peptonas y sus derivados; las demás materias proteínicas y sus derivados, no expresados ni comprendidos en otra parte; polvo de cueros y pieles, incluso tratado al cromo.";1/11/11;NULL;SI
36;01;00;Pólvora.;1/11/11;NULL;SI
36;02;00;Explosivos preparados, excepto la pólvora.;1/11/11;NULL;SI
36;03;00;"Mechas de seguridad; cordones detonantes; cebos y cápsulas fulminantes; inflamadores; detonadores eléctricos.";1/11/11;NULL;SI
36;05;00;Fósforos (cerillas), excepto los artículos de pirotecnia de la partida 36.04.;1/11/11;NULL;SI
37;04;00;Placas, películas, papel, cartón y textiles, fotográficos, impresionados pero sin revelar.;1/11/11;NULL;SI
38;03;00;Tall oil, incluso refinado.;1/11/11;NULL;SI
38;07;00;"Alquitranes de madera; aceites de alquitrán de madera; creosota de madera; metileno (nafta de madera); pez vegetal; pez de cervecería y preparaciones similares a base de colofonia, de ácidos resínicos o de pez vegetal.";1/11/11;NULL;SI
73;13;00;"Alambre de púas, de hierro o acero; alambre (simple o doble) y fleje, torcidos, incluso con púas, de hierro o acero, de los tipos utilizados para cercar.";1/11/11;NULL;SI
62;16;00;Guantes, mitones y manoplas.;1/11/11;NULL;SI
63;08;00;Juegos constituidos por piezas de tejido e hilados, incluso con accesorios, para la confección de alfombras, tapicería, manteles o servilletas bordados o de artículos textiles similares, en envases para la venta al por menor.;1/11/11;NULL;SI
63;09;00;Artículos de prendería.;1/11/11;NULL;SI
05;08;00;"Coral y materias similares, en bruto o simplemente preparados, pero sin otro trabajo; valvas y caparazones de moluscos, crustáceos o equinodermos, y jibiones, en bruto o simplemente preparados, pero sin cortar en forma determinada, incluso en polvo y desp";1/11/11;NULL;SI
68;08;00;Paneles, placas, losetas, bloques y artículos similares, de fibra vegetal, paja o viruta, de plaquitas o partículas, o de aserrín o demás desperdicios de madera, aglomerados con cemento, yeso fraguable o demás aglutinantes minerales.;1/11/11;NULL;SI
69;06;00;Tubos, canalones y accesorios de tubería, de cerámica.;1/11/11;NULL;SI
29;42;00;Los demás compuestos orgánicos.;1/11/11;NULL;SI
69;01;00;"Ladrillos, placas, baldosas y demás piezas cerámicas de harinas silíceas fósiles (por ejemplo: ""Kieselguhr"", tripolita, diatomita) o de tierras silíceas análogas.";1/11/11;NULL;SI
32;05;00;"Lacas colorantes; preparaciones a que se refiere la Nota 3 de este Capítulo a base de lacas colorantes.";1/11/11;NULL;SI
32;10;00;"Las demás pinturas y barnices; pigmentos al agua preparados de los tipos utilizados para el acabado del cuero.";1/11/11;NULL;SI
28;17;00;"Óxido de cinc; peróxido de cinc.";1/11/11;NULL;SI
28;23;00;Óxidos de titanio.;1/11/11;NULL;SI
31;01;00;"Abonos de origen animal o vegetal, incluso mezclados entre sí o tratados químicamente; abonos procedentes de la mezcla o del tratamiento químico de productos de origen animal o vegetal.";1/11/11;NULL;SI
32;11;00;Secativos preparados.;1/11/11;NULL;SI
33;03;00;Perfumes y aguas de tocador.;1/11/11;NULL;SI
55;02;00;Cables de filamentos artificiales.;1/11/11;NULL;SI
96;17;00;Termos y demás recipientes isotérmicos, montados y aislados por vacío, así como sus partes (excepto las ampollas de vidrio).;1/11/11;NULL;SI
28;47;00;Peróxido de hidrógeno (agua oxigenada), incluso solidificado con urea.;1/11/11;NULL;SI
28;48;00;Fosfuros, aunque no sean de constitución química definida, excepto los ferrofósforos.;1/11/11;NULL;SI
28;50;00;Hidruros, nitruros, aziduros (azidas), siliciuros y boruros, aunque no sean de constitución química definida, excepto los compuestos que consistan igualmente en carburos de la partida 28.49.;1/11/11;NULL;SI
28;52;00;Compuestos inorgánicos u orgánicos, de mercurio, excepto las amalgamas.;1/11/11;30/6/12;SI
28;53;00;"Los demás compuestos inorgánicos (incluida el agua destilada, de conductibilidad o del mismo grado de pureza); aire líquido, aunque se le hayan eliminado los gases nobles; aire comprimido; amalgamas, excepto las de metal precioso.";1/11/11;NULL;SI
29;11;00;Acetales y semiacetales, incluso con otras funciones oxigenadas, y sus derivados halogenados, sulfonados, nitrados o nitrosados.;1/11/11;NULL;SI
61;13;00;Prendas de vestir confeccionadas con tejidos de punto de las partidas 59.03, 59.06 ó 59.07.;1/11/11;NULL;SI
87;06;00;Chasis de vehículos automóviles de las partidas 87.01 a 87.05, equipados con su motor.;1/11/11;NULL;SI
87;10;00;"Tanques y demás vehículos automóviles blindados de combate, incluso con su armamento; sus partes.";1/11/11;NULL;SI
87;12;00;Bicicletas y demás velocípedos (incluidos los triciclos de reparto), sin motor.;1/11/11;NULL;SI
97;05;00;Colecciones y especímenes para colecciones de zoología, botánica, mineralogía o anatomía o que tengan interés histórico, arqueológico, paleontológico, etnográfico o numismático.;1/11/11;NULL;SI
23;08;00;"Materias vegetales y desperdicios vegetales, residuos y subproductos vegetales, incluso en ""pellets"", de los tipos utilizados para la alimentación de los animales, no expresados ni comprendidos en otra parte.";1/11/11;NULL;SI
25;02;00;Piritas de hierro sin tostar.;1/11/11;NULL;SI
25;09;00;Creta.;1/11/11;NULL;SI
56;06;00;"Hilados entorchados, tiras y formas similares de las partidas 54.04 ó 54.05, entorchadas (excepto los de la partida 56.05 y los hilados de crin entorchados); hilados de chenilla; ""hilados ""de cadeneta"".";1/11/11;NULL;SI
02;09;10;De cerdo.;1/7/12;NULL;SI
08;03;10;Plátanos para cocinar (plantains).;1/7/12;NULL;SI
09;05;10;Sin triturar ni pulverizar.;1/7/12;NULL;SI
09;07;10;Sin triturar ni pulverizar.;1/7/12;NULL;SI
10;02;10;Para siembra.;1/7/12;NULL;SI
10;03;10;Para siembra.;1/7/12;NULL;SI
10;04;10;Para siembra.;1/7/12;NULL;SI
10;07;10;Para siembra.;1/7/12;NULL;SI
12;01;10;Para siembra.;1/7/12;NULL;SI
12;07;10;Nueces y almendras de palma.;1/7/12;NULL;SI
15;01;10;Manteca de cerdo.;1/7/12;NULL;SI
